Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Omastar,46.3,139,rock,water,121,123.9,107,1604133,36,1394,Mud Shot,Rock Slide,Rock Blast,5,5,5,75000
Seismitoad,46.1,537,water,ground,119.6,102.8,153,1881117,42.5,1504,Mud Shot,Earth Power,Muddy Water,7,4,3,50000
Bouffalant,45.3,626,normal,none,114.9,112.6,132,1707782,36.5,1404,Mud Shot,Stomp,Megahorn,5,7,3,50000
Golem (Shadow),44.9,76,rock,ground,117.1,116,111,1507780,32.5,1330,Mud Slap,Stone Edge,Earthquake,6,7,1,10000
Slowbro (Shadow),44.9,80,water,psychic,114.1,121.6,144,1997937,43,1512,Confusion,Surf,Ice Beam,4,4,3,50000
Tentacruel (Shadow),44.6,73,water,poison,112.6,147.6,135,2243668,48,1589,Acid,Scald,Payback,7,8,3,50000
Glaceon,44.2,471,ice,none,125.6,112.1,92,1295338,29.5,1278,Ice Shard,Avalanche,Water Pulse,5,5,5,75000
Miltank,43.9,241,normal,none,109.5,139.2,156,2377814,50,1613,Rollout,Body Slam,Ice Beam,3,5,5,75000
Rampardos,43.9,409,rock,none,149.8,62.1,116,1079099,27.5,1276,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Yanmega,43.9,469,bug,flying,128.1,91.9,115,1353825,32,1321,Wing Attack,Aerial Ace,Ancient Power,6,6,3,50000
Naganadel,43.5,804,poison,dragon,137.4,87.5,98,1178205,29,1277,Poison Jab,Dragon Claw,Acrobatics,8,8,20,100000
Muk (Alolan) (Shadow),43.1,89,poison,dark,112.8,108.7,144,1765636,37,1411,Poison Jab,Dark Pulse,Sludge Wave,8,10,3,50000
Crabominable,42.8,740,fighting,ice,130,84.6,127,1396746,33.5,1348,Bubble,Ice Punch,Brick Break,4,4,3,50000
Crobat (Shadow),42.8,169,poison,flying,120.4,115.6,128,1781535,40.5,1469,Air Slash,Air Cutter,Cross Poison,4,4,1,10000
Porygon-Z,42.2,474,normal,none,136,82.9,106,1195086,28,1279,Lock On,Tri Attack,Blizzard,10,15,3,50000
Crobat,42,169,poison,flying,120.4,115.6,128,1781535,40.5,1469,Air Slash,Air Cutter,Cross Poison,4,4,1,10000
Vanilluxe,41.6,584,ice,none,126.4,113.3,105,1503718,35.5,1384,Astonish,Avalanche,Signal Beam,5,6,3,50000
Sableye (Mega),41.4,302,dark,ghost,112.2,156.1,102,1786471,50,1420,Shadow Claw,Foul Play,Shadow Sneak,5,7,5,75000
Carracosta,41,565,water,rock,119.2,128.9,117,1797691,40.5,1470,Water Gun,Liquidation,Body Slam,15,12,5,75000
Umbreon,40.8,197,dark,none,95.3,172.3,156,2561550,50,1562,Snarl,Foul Play,Last Resort,4,5,5,75000
Tornadus (Incarnate) (Shadow),40.3,641,flying,none,135.8,89.2,98,1187109,27.5,1274,Air Slash,Grass Knot,Dark Pulse,6,6,20,100000
Klinklang,40.2,601,steel,none,123.1,137.5,101,1709551,39.5,1454,Metal Sound,Mirror Shot,Zap Cannon,5,10,5,75000
Carracosta (Shadow),40,565,water,rock,119.2,128.9,117,1797691,40.5,1470,Water Gun,Liquidation,Body Slam,15,12,5,75000
Porygon2,39.9,233,normal,none,119,114.9,125,1709138,38,1428,Lock On,Tri Attack,Return,10,14,3,50000
Deoxys (Defense),38.8,386,psychic,none,104.7,231.8,102,2475485,50,1610,Counter,Psycho Boost,Rock Slide,6,8,20,100000
Porygon-Z (Shadow),37.2,474,normal,none,136,82.9,106,1195086,28,1279,Lock On,Tri Attack,Blizzard,10,15,3,50000
Porygon2 (Shadow),37.2,233,normal,none,119,114.9,125,1709138,38,1428,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Noivern,37,715,flying,dragon,121.2,109.1,122,1613196,36.5,1404,Air Slash,Heat Wave,Hurricane,5,8,5,75000
Tornadus (Incarnate),36.1,641,flying,none,135.8,89.2,98,1187109,27.5,1274,Air Slash,Grass Knot,Dark Pulse,6,6,20,100000
Braviary (Hisuian),35.5,628,psychic,flying,124.4,85.4,147,1561693,36,1396,Air Slash,Brave Bird,Fly,7,5,5,75000
Musharna,35.2,518,psychic,none,110.9,107.3,156,1856333,38.5,1437,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Blissey,34.7,242,normal,none,79.4,109.8,301,2624154,39,1445,Zen Headbutt,Wild Charge,Dazzling Gleam,8,10,5,75000
Braviary,34.1,628,normal,flying,123.5,86.2,124,1320067,29.5,1279,Air Slash,Close Combat,Brave Bird,5,7,5,75000
Slaking,29.7,289,normal,none,127.6,77.9,128,1272325,20.5,1279,Yawn,Body Slam,Earthquake,3,6,5,75000
Audino (Mega),28.7,531,normal,fairy,96.8,162.2,157,2465051,45,1544,Zen Headbutt,Body Slam,Disarming Voice,6,8,3,50000
Deoxys (Speed),25.9,386,psychic,none,130.8,123.3,82,1322466,32,1316,Charge Beam,Psycho Boost,Swift,4,4,20,100000
Slaking (Shadow),24.7,289,normal,none,127.6,77.9,128,1272325,20.5,1279,Yawn,Body Slam,Earthquake,3,6,5,75000
Shaymin (Land),21.1,492,grass,none,109.2,113.3,120,1484683,28.5,1277,Zen Headbutt,Grass Knot,Seed Flare,9,13,20,100000
